Wrong.	違うんだ。
She is even more beautiful.	彼女はさらにもっと美しい。
She wore a green dress.	彼女はグリーンのドレスを着ていた。
She is certain to be surprised.	彼女はきっと驚く。
There was fear in her eyes.	彼女の目には恐怖があった。
I felt her eyes on my back.	彼女の視線を背中に感じた。
Her house is very modern.	彼女の家はたいへん現代的です。
She's going to be in charge.	彼女が責任者になる人だ。
Have him wait a moment.	彼をちょっと待たせておいて下さい。
Please let him come at once.	彼をすぐこさせて下さい。
They waited for their teacher.	彼らは先生を待った。
They named the dog Shiro.	彼らはその犬にシロと名付けた。
Poor as he is, he is happy.	彼は貧しいけれども幸福だ。
He is a man of great ability.	彼は非常に有能である。
He bought a dress for her.	彼は彼女に服を買ってやった。
He took office two years ago.	彼は二年前に就任した。
He was crossing the street.	彼は道路を渡りつつあった。
He's writing a long letter.	彼は長い手紙を書いている。
He's leading a dog's life.	彼は生活がみじめなんですよ。
He has been writing a letter.	彼は手紙を書き続ける。
He is just killing time.	彼は時間稼ぎをしているだけだよ。
He wrote me a love letter.	彼は私にラブレターをくれた。
He found me a good seat.	彼は私にいい席をみつけてくれた。
I wonder where he is now.	彼は今どこに居るのか知らない。
He is respected by everyone.	彼は皆に尊敬されている。
He gave three wrong answers.	彼は答えを三つ間違えた。
I wonder where he has gone.	彼はどこへ行ったのかしら。
He ran as fast as he could.	彼はできるだけ速く走った。
He wrote a lot of stories.	彼はたくさんの物語を書いた。
He applied for the position.	彼はその地位を志願した。
He made a fine job of it.	彼はその仕事をりっぱにやった。
He is far from being happy.	彼はぜんぜんうれしくない。
He can't run very fast.	彼はあまり速く走ることができない。
He couldn't run very fast.	彼はあまり速く走れなかった。
He turned up an hour later.	彼は１時間後にやって来た。
He enjoyed those visits.	彼は、家に行くのが楽しみでした。
He seems to have been happy.	彼は幸福であったようだ。
What he did is not wrong.	彼のしたことは間違っていない。
I wrote a long letter to him.	彼に長い手紙を書いた。
He has two beautiful boys.	彼には立派な息子が２人いる。
I dream of seeing him there.	彼とここで会うのが夢だ。
He is in charge of the class.	彼がその学級の担任だ。
We saw a white ship far away.	白い船が遠くに見えた。
The door opens to the road.	入り口は道路に面している。
Keep out of the way, please.	道を開けておいて下さい。
Protect yourself at all points.	頭隠して尻隠さず。
We will continue the discussion.	討論を継続する。
Might I use your phone?	電話をお借りしてもよいでしょうか。
As it is fine, I'll go out.	天気がいいので出かけよう。
Hold onto your husband.	旦那様をしっかり捕まえていなさい。
Who is the person in charge?	担当の方はどなたですか。
Our water supply is very short.	大変な水不足です。
Please take care of yourself.	体を大切にして下さい。
Many promises had been made.	多くの約束もされていた。
The ship touched at Yokohama.	船は横浜に立ち寄った。
The teacher had a bad cold.	先生がひどい風邪をひいた。
I'd like to change my seat.	席を替えてほしいのですが。
May I have a glass of water?	水を一杯いただけますか。
I'd like a glass of water.	水をいっぱいほしいんだけど。
Life is indeed a good thing.	人生とは実にいいものだ。
Man has the ability to talk.	人間には話す能力がある。
Food has been in short supply.	食糧が不足している。
Do you have anything to write?	書く事がありますか。
Wait until your turn comes.	順番が来るまで待ちなさい。
Enjoy yourself to the fullest.	十分に楽しみなさい。
Please contact me by letter.	手紙で連絡してください。
Put the question in writing.	質問は書面にして下さい。
I sometimes go out for a walk.	時々散歩にでかける。
We all have passed the test.	私達全員が試験に通った。
I believe in the life beyond.	私は来世があると思う。
I'm coming down with a cold.	私は風邪にかかりそうだ。
I waited for him for an hour.	私は彼を1時間待った。
I enjoyed talking with him.	私は彼と話すのを楽しんだ。
I feel good in a special way.	私は特別気持ちがいい。
I walked across the street.	私は通りを歩いて横切った。
I have a big black dog.	私は大きくて黒い犬を飼っています。
I couldn't believe my eyes.	私は自分の目をうたがった。
I had my picture taken.	私は私の写真をとってもらいました。
I read fifty pages further.	私は更に５０ページ読んだ。
I found the book by chance.	私は偶然その本を見つけた。
I'd be happy to help you.	私は喜んであなたを手伝います。
I can read without glasses.	私は眼鏡なしで読書できる。
I like listening to music.	私は音楽を聴くのが好きです。
I am listening to the music.	私は音楽を聴いています。
I regarded Tom as a friend.	私はトムを味方とみなした。
I generally walk to school.	私は大抵歩いて通学します。
The sound took me by surprise.	私はその音に驚いた。
