Perfect!	完璧だ！
Kelly's voice carries well.	ケリーの声は、よく通る。
We're running out of gas.	ガソリンが切れかかっている。
These are my thank-you notes.	お礼状のカードです。
I can't thank you enough.	お礼の申しようもありません。
I'm very happy to know you.	お目にかかれて幸いです。
How late are you open?	お宅の店は何時まであいていますか。
Money counts for little.	お金なんかたいしたことはない。
What would you like to drink?	お飲み物は何ですか。
Would you care for a drink?	お飲み物はどういたすか。
Wait until further notice.	おって通知があるまで待て。
Vienna is a beautiful city.	ウィーンは美しい都市だ。
Shall I get you a chair?	いすを持ってまいりましょうか。
How are you getting along?	いかがお過ごしでしょうか。
No, thank you. I'm so full.	いえ結構、もう十分です。
He seems like quite a find.	いい人みたいじゃないか。
Did you have a nice summer?	いい夏をすごしましたか。
Sure. That's a good idea.	いいとも、それはいい考えだ。
That shop has many customers.	あの店はお客が多い。
That boy has black hair.	あの少年は黒い髪をしています。
Look at that high mountain.	あの高い山をご覧なさい。
You speak my language.	あなたは私の言葉をしゃべりますね。
You can watch television.	あなたはテレビを見ていいよ。
Did you finish the job?	あなたはその仕事を終えましたか。
I hope for your success.	あなたの成功を期待しています。
You've finished your work.	あなたの仕事は済みました。
I'm happy to see you.	あなたにお目にかかれてうれしいです。
I'll call him back later.	あとでまた、彼に電話します。
It's cool today for July.	７月にしては今日はすずしい。
A man appeared at the door.	１人の男が戸口に現れた。
We will leave in an hour.	１時間後に出発するつもりだ。
I'll be back in an hour.	１時間経過すれば戻ってきます。
I will call you in an hour.	１時間したら電話します。
It's almost half past eleven.	１１時半近くですよ。
The gas is running out.	ガソリンが無くなりつつあります。
Have you taken your medicine yet?	お薬飲んだ？
Shall I carry your bag?	あなたの鞄をお持ちしましょうか。
He put his hand on his heart.	彼は胸に手を当てた。
He spoke out X in that way.	彼がXをそのまま口に出した
There is a high risk of cancer.	がんのリスクが高い
What will happen next?	それがはたしてどんな展開を見せるのか
The website is very useful.	サイトがとても役にたちます
Manufacturers are ready to go.	メーカーが満を持する
That is much more appropriate.	そちらのほうが適当だ
Trees are lit up by the sun.	木々が日の光に照らされる
He actually plays the video.	彼が実際に動画を再生する
How late can I ring?	何時くらいまでなら電話してもいいですか。
It's OK, that doesn't count.	今のはノーカンだからね。
I helped an old lady across.	老婦人が渡るのを助けた。
A good idea occurred to him.	良い考えが彼に浮かんだ。
The weather is becoming cooler.	涼しくなってきた。
My parents had me go there.	両親は私にそこへ行かせた。
I feel like going on a trip.	旅に出かけたい気がする。
I've got to get some shots.	予防接種を受けとかなきゃ。
The medicine had no effect.	薬がまったく効かなかった。
The leaves fell to the earth.	木の葉が地上に落ちた。
I see a house among the trees.	木の間に家が見える。
I can't trust in his word.	僕は彼の言葉を信用できない。
I am not in the least happy.	僕は少しも幸せじゃない。
I'm never late for school.	僕は決して学校に遅刻しない。
Yutaka has two elder brothers.	豊には兄が二人いる。
We're going to paint the wall.	壁を塗るつもりです。
There is a map on the wall.	壁に地図がかかっています。
There isn't anyone in the room.	部屋に誰もいない。
She returned safe and sound.	彼女は無事に戻ってきた。
She lives next door to him.	彼女は彼の隣に住んでいる。
Who is she speaking to?	彼女は誰に話しかけているのですか。
She is as beautiful as ever.	彼女は相変わらず美しい。
She is excellent in English.	彼女は英語に優れている。
She is even more beautiful.	彼女はさらにもっと美しい。
She is going to Mount Tate.	彼女は立山に行く予定です。
She took a walk in the park.	彼女は、公園を散歩した。
Her house is very modern.	彼女の家はたいへん現代的です。
She has five older brothers.	彼女には五人の兄がいる。
I know nothing about her.	彼女については何も知りません。
She and I usually agree.	彼女とはたいてい意見が一致する。
They can think and speak.	彼らは話したり考えたりできる。
They are as strong as us.	彼らは僕たちと同じくらい強い。
They will never agree.	彼らは決してうまくはいかないだろう。
They have nothing in common.	彼らは共通点が何も無い。
They will agree on that.	彼らはそれで合意に達するだろう。
They discussed the problem.	彼らはその問題を論議した。
They had a rest for a while.	彼らはしばらく休憩した。
They close the door at five.	彼らは５時に戸を閉める。
None of them are present.	彼らのうち誰も出席していない。
