Duck!	頭を下げろ！
We should love our neighbors.	わたしたちは隣人を愛すべきだ。
Rome is worthy of a visit.	ローマは行ってみるだけの価値がある。
Has my roommate been decided?	ルームメイトはきまりましたか。
Hello. Fancy meeting you here.	やあ、こんな所で会うとはね。
We don't have any more bread.	もうこれ以上パンはありません。
I want to climb Mt. Fuji again.	もう一度富士山に登りたい。
There is an athletic meet soon.	もうすぐ運動会があります。
Mary burst into the kitchen.	メアリーは台所へ飛び込んできた。
Mary weighed it in her hand.	メアリーはその重さを手で量った。
All of us approved of the plan.	みんなその計画を承認した。
Everybody laughed at his error.	みんなが彼の失策を笑った。
Everybody agreed with his idea.	みんなが彼の案に賛成した。
Everybody looks up to Henry.	みんながヘンリーを尊敬している。
Everybody is relying on you.	みながあなたを頼りにしています。
Be careful handling matches!	マッチを不注意扱ってはいけない。
We still have plenty of time left.	まだ時間は十分ある。
Then John gave this testimony.	またヨハネは証言して言った。
Mike named his dog Spike.	マイクは自分の犬をスパイクと名づけた。
Do you have a pen or a pencil?	ペンか鉛筆を持っていますか。
Betty laid herself on the bed.	ベティはベッドに横になった。
French is their mother tongue.	フランス語が彼らの母語です。
I've caught a terrible cold.	ひどい風邪を引いてしまいました。
Bread and milk are good foods.	パンやミルクはよい食べ物だ。
Your nose is running. Blow it.	鼻が出ているよ。かみなさい。
The dove is a symbol of peace.	ハトは平和のシンボルである。
A bee flew out of the window.	はちが１匹窓から飛んでいった。
Yes, she'll probably come home.	はい、帰ってくるでしょう。
How delicious your dinner was!	なんとおいしい夕食でしょう。
What lovely puppies they are!	なんてかわいい子犬たちだろう。
Nylon stockings often run.	ナイロンストッキングはすぐ伝線する。
I'm glad to have passed at all.	ともかく合格してうれしい。
Tom got a small portion of pie.	トムはパイを少しもらった。
I want to go somewhere on a trip.	どこか旅行に行きたい。
We have to draw a line somewhere.	どこかで切らなくては。
How can I quit this job?	どうしてこの仕事を辞めることができよう。
Can I use your toilet, please?	トイレを借りてもいいですか。
The toilet won't stop running.	トイレの水が止まりませんよ。
Don't shut the door with a bang.	ドアをばたんと閉めるな。
I could hear doors slamming.	ドアのパタンという音がきこえた。
But you're going to owe me one.	でも、これで１つ貸しだね。
That is, she is a poor dancer.	つまり彼女は下手な踊り子だ。
The moon was above the horizon.	つきが地平線の上にあった。
Not everyone can be a poet.	だれもが詩人になれるわけではない。
Everybody knows the news.	だれでもみなそのニュースを知っている。
They are merely different.	ただ互いに異なっているというだけだ。
The hawk circled round in the sky.	タカは空を旋回した。
You should not speak so loud.	そんな大声で話すべきではない。
There's no need to get so angry.	そんなに怒る必要はない。
I just meant it as a joke.	それは冗談のつもりでいっただけだよ。
It was nothing but a joke.	それはほんの冗談にすぎなかったのだ。
The old man leaned on his staff.	その老人は杖にもたれた。
Bring the frozen fish here.	その冷凍魚をここに持ってきてくれ。
We discussed the problem freely.	その問題を自由に論じた。
The box is leaning to one side.	その箱は一方に傾いている。
The roads are jammed with cars.	その道は車で混雑している。
The statue is dated 1920.	その彫刻には１９２０年と刻まれている。
The earthquake shook the houses.	その地震で家々が揺れた。
The man was charged with theft.	その男は窃盗犯に問われた。
The man robbed me of my purse.	その男は私から財布を奪った。
The chest is three feet wide.	その大箱は幅が３フィートある。
The runner got a good start.	その走者はうまいスタートをした。
Besides, it's starting to rain.	その上雨が降り出している。
The boy is far from a fool.	その少年は決して馬鹿などではない。
Get the bicycle out of the way.	その自転車をどけて下さい。
The accident occurred at dawn.	その事故は明け方に起こった。
The boy complained of a headache.	その子は頭痛を訴えた。
The sight made my blood freeze.	その光景を見て血が凍った。
The plan is bound to succeed.	その計画は成功するに違いない。
The liner called at Hong Kong.	その汽船は香港に立ち寄った。
The desk has three drawers.	その机は引き出しが三つ付いている。
The fruit smells delicious.	その果物はおいしそうな匂いがする。
The hotel has a good prospect.	そのホテルは見晴らしがよい。
The news caused a great stir.	そのニュースで大騒ぎとなった。
The glass was dashed to pieces.	そのコップは粉々に砕けた。
There's always somebody there.	そこには何時もだれかがいる。
Mrs. Smith is an elderly lady.	スミス夫人は年配の女性です。
We had a lot of fun skating.	スケートはとてもおもしろかった。
Send me somebody right away.	すぐにこっちへ誰かよこしてくれ。
You are to shut the door at once.	すぐドアを閉めなさい。
Switzerland is a neutral country.	スイスは中立国である。
John is as lean as a wolf.	ジョンはオオカミのようにやせている。
John employs 200 workers.	ジョンは２００人の労働者を雇っている。
Mr Jordan woke up suddenly.	ジョーダンさんは突然目を覚ました。
Don't excuse what you have done.	したことを言い訳するな。
