Die!	死ね！
I got next to nothing.	ほとんど得るところがなかった。
Peter looks very young.	ピーターはとても若く見える。
New York is a big city.	ニューヨークは大きな都市だ。
Why do you need change?	どんな事で小銭が必要ですか。
I believe Tom is right.	トムが正しいと信じています。
I would rather not go.	どちらかと言うと行きたくない。
We left the door open.	ドアを開けたままにしておいた。
Well, let me tell you.	では、ここでご説明しましょう。
Come as soon as possible.	できるだけ早く来なさい。
It is just half past seven.	ちょうど七時半です。
So I put the book away.	だから私はその本をしまった。
Mind your own business.	そんなことは余計なお世話だ。
It is nothing to me.	それは私にはなんでもないことです。
You've done more than enough.	それで十分だよ。
That means sure death!	それでは確実に死ぬことになる。
The story sounds true.	その話は本当のようにきこえる。
The door is opening now.	その扉は今開きかけている。
The plan will work out.	その計画はうまくいくだろう。
Call up Tom right away.	すぐトムに電話をかけなさい。
I will bring it right away.	すぐにお持ちします。
See you at the party.	じゃあパーティーで会いましょう。
I haven't seen you for ages.	ご無沙汰しました。
These are very old books.	これらは大変古い本です。
These books are my books.	これらの本は私の本です。
This is true of you, too.	これは君にも当てはまる。
This is a very new book.	これはとても新しい本です。
May I have this book?	この本をいただいてもいいですか。
How small this book is!	この本は何と小さいのだろう。
This room is large enough.	この部屋は十分大きい。
Who owns this land?	この土地は誰が所有しているのですか。
Get away from this city.	この町から立ち去りなさい。
I don't like this watch.	この時計は気に入りません。
What does this word mean?	この語は何と言う意味か。
Give me all this money.	このお金を私に全部ください。
I have often been here.	ここは何度も来たことがある。
Be kind to old people.	お年寄りにはやさしくしなさい。
Do you have any children?	お子さんがおありですか。
It was her turn at last.	いよいよ彼女の番になった。
Tell me when to start.	いつ出発するのか教えて下さい。
Tell me when to stop.	いつやめたらよいか言って下さい。
Jesus was born of Mary.	イエスはマリアから生まれた。
That book is of no use.	あの本は何の役にも立たない。
Keep watch on that man.	あの男を見張っていて下さい。
I'm not about to ask him.	あの人に頼む気はないよ。
You are too kind to me.	あなたは私にやさしすぎます。
Do you need any food?	あなたは何か食べ物が必要ですか。
Can you speak English?	あなたは英語がしゃべれますか。
Can you speak French?	あなたはフランス語が話せますか。
You must start soon.	あなたはすぐ出発しないといけない。
I can't follow you.	あなたの話には付いていて行けません。
I'll do what you ask.	あなたのおっしゃる通りにします。
May I ask you a question?	あなたに質問してもいい。
I keep nothing from you.	あなたに隠し事は何もない。
I'd like to ask a question.	１つ質問してみたい。
I would rather not go.	どちらかと言えば行きたくない。
It was a forced smile.	それはわざとらしい笑いだった。
That's where the problem is.	そこに問題がある。
He watches TV with me/them.	彼が一緒にテレビを見る
It's hard for me to do X.	Xが私にはなかなか出来ない
There is no room in my heart.	心に全く余裕が無い
I really need your help.	どうしてもあなたの力が必要だ
All of information is clear.	情報のすべてが分かる
He won't tell us about X.	彼がXを私たちに語りません
He pointed out the problems.	彼が問題点を指摘した
He died at the age of 84.	彼が８４歳でこの世を去った
She fell in love with him.	彼女は彼に思いを寄せた。
No one can tell the reason.	理由は誰も分からない。
I'll be free next Sunday.	来週の日曜なら空いてます。
Did you call me last night?	ゆうべ私に電話くれた？
All the money was gone.	有り金全部無くなってしまった。
Don't turn off the light.	明かりを消さないで下さい。
Did you take back the books?	本を返却しましたか。
I don't have time to read.	本を読む暇がありません。
I live above my means.	僕は収入を越えた生活をしている。
My mother made me study.	母は私に無理矢理勉強させた。
