Wow!	すごい！
White doves are pretty birds.	白い鳩はきれいな鳥です。
He fought a last-ditch battle.	彼は背水の陣で闘った。
Rumors of defeat were abroad.	敗戦のうわさが広まった。
Horses are distinct from donkeys.	馬はロバと違う。
The farm includes 160 acres.	農園は１６０エーカーある。
Old men are apt to forget.	年寄りはものを忘れがちである。
The cat was licking its paws.	猫は足の先をなめていた。
The cat was curled up asleep.	猫が丸くなって寝ていた。
The road is uphill all the way.	道はずっとのぼりだ。
Overwork cost her health.	働きすぎで彼女は健康を損なった。
There is honor even among thieves.	盗人にも仁義。
Tokyo is bustling with life.	東京は活気にあふれている。
Wear warm clothes in winter.	冬は暖かい衣服を着なさい。
Air is polluted in cities.	都会では空気が汚染されている。
I left my umbrella on the train.	電車に傘を忘れた。
I relayed the message to her.	伝言は彼女に伝えました。
He is generous to his opponents.	敵に対して寛大だ。
There is honor among thieves.	泥棒仲間にも仁義がある。
The birds went across the sea.	鳥が海を越えて行った。
Breakfast is a smorgasbord.	朝食はバイキング形式だって。
The earth revolves on its axis.	地球は自転している。
Subways run under the ground.	地下鉄は地面の下を走る。
Boys are fond of mischief.	男の子はいたずらが好きである。
Detective stories are amusing.	探偵小説はおもしろい。
He shouted himself hoarse.	大声を出し続けて声をからした。
Snow fell in large flakes.	大きな雪片がひらひらと降った。
For appearances sake, I went.	体面を保つために行った。
Taro has a low boiling point.	太郎はすぐに腹を立てる。
The sun was shining brightly.	太陽は明るく輝いていた。
I'll let you know beforehand.	前もってお知らせします。
Every player did his best.	選手一人一人が最善を尽くした。
The river was cloudy with silt.	川は泥で濁っていた。
I have a stomachache, doctor.	先生、胃が痛いのですが。
I met his sister last week.	先週私は彼の姉に会いました。
Do your homework first of all.	先に宿題をやりなさい。
Babies crawl before they walk.	赤ん坊は歩く前にはう。
My menstrual cycle is irregular.	生理が不規則です。
Honesty pays in the long run.	正直は結局損にならない。
The sailors sang merry songs.	水夫は陽気な歌を歌った。
Standing pools gather filth.	水の淀む所には汚物が溜る。
Man is insatiably curious.	人類は貪欲に知りたがるものだ。
People are bustling about.	人々はせわしく動き回っている。
He lost his way in the woods.	森の中で彼は道に迷った。
Worry turned his hair white.	心配で彼の髪は白くなった。
Is the dining room open now?	食堂はもうあいていますか。
I have aggravation after eating.	食後胃がもたれる。
Ueno is the station after next.	上野駅は次の次です。
Where's the up-escalator?	上りのエスカレータはどこですか。
The girls reveled in dancing.	少女達は踊りを満喫した。
Hire a minivan by the hour.	小型ワゴン車を時間で借りる。
Trade is getting depressed.	商売が不景気になりつつある。
How does the preface run?	序文にはなんと書いてありますか。
Thank you for the shipment.	出荷ありがとうございました。
Let's do the homework together.	宿題を一緒にしよう。
I have a lot of homework to do.	宿題がたくさんある。
Autumn weather is changeable.	秋は天候が変化しやすい。
Young people like his books.	若者は彼の本を好んでいる。
He wants to pay off his loan.	借金を返したがっている。
He is up to his ears in debt.	借金で足掻きがとれない。
Example is better than precept.	実例は教訓にまさる。
He heard his name called.	自分の名前が呼ばれるのを聞いた。
I got the bicycle at a bargain.	自転車を安く買った。
He is digging his own grave.	彼は自ら墓穴を掘ってるね。
The timetable has been revised.	時刻表が改訂された。
The timetable has been revised.	時刻表が改正された。
All our plans went wrong.	私達の計画はことごとく失敗した。
I worked hard day after day.	私は毎日毎日熱心に働いた。
I played tennis after school.	私は放課後テニスをした。
I want to travel by airplane.	私は飛行機で旅行したい。
I'm not acquainted with her.	私は彼女のことは知らない。
I took him for his brother.	私は彼を彼の兄と取り違えた。
I will accept his request.	私は彼の要求を承諾するだろう。
I clapped him on the back.	私は彼の背中をぽんとたたいた。
I held fast to his hand.	私は彼の手にしっかりとつかまった。
I anticipated his question.	私は彼の質問の先手を打った。
I am pleased with his work.	私は彼の仕事に満足している。
I will inherit his estate.	私は彼の財産を相続するだろう。
I was ignorant of his plan.	私は彼の計画を知らなかった。
I was impressed by his music.	私は彼の音楽に感動した。
I asked him what his name was.	私は彼に名前を尋ねた。
I besought him to help me.	私は彼に助けてくれと懇願した。
I am sure of his success.	私は彼が成功すると確信している。
I planted roses in the garden.	私は庭にバラを植えた。
I have an errand to do in town.	私は街に用事がある。
I went on deck from my cabin.	私は船室から甲板へ出た。
I was enjoying the serenity.	私は静けさを楽しんでいた。
I love the taste of watermelon.	私は西瓜が好きです。
I lost my way in the forest.	私は森林の中で道に迷った。
I met a novelist and a poet.	私は小説家と詩人に会った。
I got my bicycle repaired.	私は自転車を修理してもらった。
I slept comfortably last night.	私は昨夜快く眠った。
I put on my clothes in a hurry.	私は急いで服を着た。
I hold the converse opinion.	私は逆の意見を持っている。
I had a time playing tennis.	私は楽しくテニスを遊んだ。
I was amused at the story.	私はその話を聞いて面白かった。
I cannot help thinking so.	私はそう思わずにはいられない。
I cannot run as fast as Jim.	私はジムほど速く走れない。
I went camping last summer.	私はこの夏キャンプに行った。
I want to ride a motorcycle.	私はオートバイに乗りたい。
I was abducted by aliens.	私はエイリアンに誘拐されていた。
I bought a woolen sweater.	私はウールのセーターを買った。
I went climbing in the Alps.	私はアルプス登山に行った。
I was meeting Bob at six.	私は６時にボブに会う予定だった。
I worked on a yearly contract.	私は１年契約で働いた。
I played soccer yesterday.	私は、昨日サッカーをしました。
I am good at raising roses.	私は、バラの栽培が得意です。
