I try.	頑張ってみる。
May I call on you today?	今日お訪ねしてもよろしいですか。
May I use your car today?	今日、車を借りてもいいですか。
I really need a drink now.	今は飲むことが本当に必要だ。
I wish I were in Paris now.	今、ここがパリならばなあ。
We have no choice but to go.	行くより他に仕方がない。
Easier said than done.	口で言うのは実行するのよりやさしい。
How many brothers do you have?	兄弟は何人いますか。
I can't wait for you.	君を待っていなければならないのだから。
You won't be late, will you?	君は遅れないでしょうね。
Whom are you speaking of?	君は誰のことを言っているのか。
You must not go out today.	君は今日外に出てはならない。
It is necessary for you to go.	君は行く必要がある。
You've set a bad example.	君は悪い前例を作ってしまった。
Will you take on the job?	君はその仕事を引き受けますか。
What's your home address?	貴方のお宅の住所はどこですか。
Let's eat out for a change.	気分転換に外食しましょう。
It is getting dark outside.	外は暗くなってきています。
It is Tom whom I want to see.	会いたいのはトムです。
We talked in sign language.	我々は身振り言語で話した。
We began on a new project.	我々は新しい事業に着手した。
Can I have something to eat?	何か食べ物を頂けますか。
Something bad's going to happen.	何か起きそうだ。
Did you eat anything bad?	何か悪いものでも食べましたか。
Did you notice any change?	何か、変化に気づきましたか。
Reach out and touch someone.	遠くのあの人と話そうよ。
English is not easy for me.	英語は私にはやさしくない。
There are seven days in a week.	一週間は七日です。
I had a good sleep last night.	ゆうべはよく眠れた。
I wish we had more time.	もっと時間があったらいいのだが。
It is no use trying again.	もう一度やってみても無駄だ。
Here is a letter for you.	はい、あなたあての手紙ですよ。
What evidence do you have?	どんな証拠があるというのだ。
Tom has no wish to study.	トムは勉強したいとは思わない。
All the stories are interesting.	どの話も面白い。
Are you not feeling well?	どこか具合がよくないのですか。
It's almost time to go to bed.	そろそろ寝る時刻だ。
It makes no difference to me.	それは私には関係ない。
It happened last October.	それは去年の１０月に起こった。
Was the book interesting?	その本はおもしろかったですか。
Isn't the answer easy?	その答えはやさしいのではないですか。
The girl broke the window.	その少女が窓を割ったのです。
The paper wasn't important.	その書類は重要でなかった。
What is the letter about?	その手紙には何と書いてあるの。
The young man was at a loss.	その若者は途方に暮れた。
The car looked good as new.	その車は新品同然にみえた。
That boy showed no fear.	その子は何の恐怖も示さなかった。
Two can play at that game.	そのゲームなら相手になろう。
Let's get out of the car now.	さあ、車から降りよう。
What is the price for this?	これの値段はいくらですか。
This book deals with China.	この本は中国を扱っている。
This book deals with facts.	この本は事実を扱っている。
This job is too much for me.	この仕事は私の手に余る。
This job calls for practice.	この仕事は慣れの必要だ。
This drink is on the house.	この飲物は店のおごりです。
This is why I fired him.	こういうわけで私は彼を首にした。
Greek is difficult to learn.	ギリシャ語は覚えにくい。
I wish I could help you.	お役に立てればよかったのですが。
You may go if you choose.	お望みならいってもいいですよ。
He looks like your brother.	彼はお前の弟に似ているよ。
I've heard a lot about you.	お噂はうかがっております。
Do you want something to drink?	お飲み物はいかが？
I'd like to try aerobics.	エアロビクスをやってみたいな。
The U.S. is deep in the red.	アメリカはひどい赤字だ。
The job offer still stands.	あの仕事の口はまだあるよ。
I wish you had been there.	あなたも来たら良かったのに。
Do you object to my idea?	あなたは私の考えに反対ですか。
You should not go alone.	あなたはひとりで行くべきでない。
You shouldn't eat here.	あなたはここで食べるべきではない。
You needn't stand up.	あなたはお立ちになる必要はありません。
Your hair needs cutting.	あなたの髪の毛は切る必要がある。
Is your father a teacher?	あなたのお父さんは先生ですか。
Christmas is a week away.	あと１週間すればクリスマスだ。
We see a sleeping car there.	あそこに寝台車が見える。
What does G.N.P. stand for?	ＧＮＰは何を表すのですか。
I'll call you within a week.	１週間以内に電話します。
He was standing at the door.	彼は入り口に立っていた。
I want to stay here longer.	ここに、もっと長くいたい。
