Birds fly.	鳥は飛ぶ。
He made a tour of Europe.	彼はヨーロッパ旅行をした。
He was sitting on a bench.	彼はベンチに座っていた。
He ate all of the apple.	彼はそのりんごを全部食べた。
He behaved like a child.	彼は子供のように振る舞った。
What did he do yesterday?	彼はきのう何をしましたか。
He is certain to succeed.	彼はきっと成功するだろう。
He is as lean as a wolf.	彼はオオカミのように痩せた。
He always reads a magazine.	彼はいつも雑誌を読む。
He committed five murders.	彼は５つの殺人を犯した。
He kicked in a lot of money.	彼は大金を寄付した。
I forget to telephone him.	彼に電話するのを忘れた。
Get it settled once and for all.	白黒つけろ。
Tears are a child's weapon.	涙は子供の武器である。
The cat scratched my hand.	猫は私の手を引っ掻いた。
Let's do a pregnancy test.	妊娠の検査をしましょう。
Japan is in eastern Asia.	日本は東アジアにあります。
Do you have today's tickets?	当日券はありますか。
May I use your telephone?	電話を使ってもいいですか。
You must endure the pain.	痛みに耐えねばなりません。
Birds are flying in the air.	鳥が空を飛んでいる。
Will it take long to recover?	長びきそうですか。
Please excuse my being late.	遅れてごめんなさい。
We fixed the price at $15.	値段を１５ドルに決めた。
Nobody can control us.	誰も私達をコントロールできない。
Nobody came to my rescue.	誰も私を助けにこなかった。
Everybody has wet dreams.	誰でも夢精したことがある。
More or less, he is crazy.	多少、あいつおかしいぜ。
A river divides the town.	川がその町を分断している。
Please get me a ticket.	切符を一枚、手に入れて下さい。
Where can I get a ticket?	切符はどこで買うのですか。
The water came up to my waist.	水が腰まで来た。
Life is full of adventure.	人生は冒険に満ちている。
How do I use meal tickets?	食券はどう使うのですか。
You shouldn't eat to excess.	食べすぎはいけない。
Laughter is the best medicine.	笑いは百薬の長。
The boy set a bird free.	少年は、鳥を逃がしてやった。
We must preserve birds.	小鳥を保護しなければならない。
I was aching from the injury.	傷がうずいていた。
What is the departure time?	出発時刻は何時ですか。
My uncle died a year ago.	叔父は一年前になくなった。
How much is the commission?	手数料はいくらですか。
Young people love adventure.	若者は冒険を愛する。
My car battery is dead.	車のバッテリーがいかれている。
Excuse me. Who are you?	失礼ですがどなたさまでしたか。
Tend to your own affairs.	自分の頭の上のハエを追え。
Suicide is a desperate act.	自殺は絶望的な行為だ。
Cows provide us with milk.	雌牛はミルクを供給する。
Everybody is busy except me.	私以外みんな忙しい。
I'll be back by six o'clock.	私は六時までに戻る。
I made him paint the house.	私は彼に家を塗らせた。
I think he will succeed.	私は彼が成功すると思います。
I talked on the telephone.	私は電話で話をしました。
I'll live on welfare.	私は生活保護を受けて生きるだろう。
I'm not hungry at all.	私は少しもお腹がすいていません。
I visited Tony yesterday.	私は昨日トニー君を訪れた。
I pointed to the factory.	私は工場のほうを指差した。
I will let myself loose.	私は何もかも言ってしまおう。
I rang the bell six times.	私はベルを６回鳴らした。
I joined the study tour.	私はその視察旅行に加わった。
I don't go in for sports.	私はスポーツはやりません。
I don't care for sports.	私はスポーツが好きではない。
I like oranges very much.	私はオレンジが大好きです。
I don't have any pens.	私は１本もペンを持っていません。
My heart bounded with joy.	私の心は喜びではずんだ。
My uncle has a large family.	私の叔父は大家族だ。
Don't interfere with me.	私の邪魔をしないでください。
He acted fairly towards me.	私に公正に振る舞った。
Spare me the sympathy.	私になさけをかけないでください。
Let me fix the switch.	私にスイッチを修理させて下さい。
We were next-door neighbors.	私たちは隣同士です。
We climbed a sharp slope.	私たちは急斜面を上がった。
We should obey the rules.	私たちは規則に従うべきだ。
We should obey the rules.	私たちは規制に従うべきだ。
Nobody was hungry except me.	私だけが空腹だった。
The child was hot with fever.	子供は熱があった。
My children are my treasures.	子供は私の宝です。
This cake tastes too sweet.	このケーキは甘すぎる。
Shall I bring a magazine?	雑誌を持ってきましょうか。
I ate too much food yesterday.	昨日食べすぎた。
The confusion is all over.	混乱はすっかり鎮まった。
I have a slight fever today.	今日は少し熱がある。
I work for public welfare.	公共の福祉のために働く。
I got a traffic ticket.	交通違反のチケットを渡された。
This will bring you to grief.	後で憂き目をみる。
We organized a project team.	計画委員を組織した。
Do you believe in ghosts?	君は幽霊の存在を信じるか。
You are selling him short.	君は彼を見くびっている。
You are in need of a holiday.	君は休暇が必要だ。
Do you play any sports?	君は何かスポーツをやりますか。
You surprised everybody.	君はみんなの意表をついたね。
What are you staring at?	君はじっと何を見てるんだい？
What does your aunt do?	君の叔母さんは何をしているの。
I'll lend you this book.	君にこの本を貸してあげよう。
You deserve to succeed.	君なら成功してもおかしくない。
Cows supply us with milk.	牛は我々に牛乳を供給する。
The bill was paid in coin.	勘定は硬貨で支払われた。
Go to your respective seats.	各自席につきなさい。
Fix a date for the meeting.	会議の日を決めなさい。
You'll succeed if you try.	やってみれば旨く行くよ。
I feel like another beer.	もう一杯ビールがほしいな。
Does everybody love music?	みんな音楽が好きですか。
Let's sit down on the bench.	ベンチにすわろうよ。
The bell has not rung yet.	ベルはまだ鳴っていない。
Could you gift wrap it?	プレゼント用に包んでください。
Butter is made from cream.	バターはクリームで作る。
Don't commit yourself.	のっぴきならない破目になるなよ。
Down came a shower of rain.	にわか雨が降ってきた。
What a lovely day it is!	なんてすばらしい日でしょう。
What sports do you like?	どんなスポーツが好きですか。
Tom doesn't like cheese.	トムはチーズが好きではない。
Which skirt do you like?	どのスカートがお好みですか。
Where can I buy tickets?	チケットはどこで買えますか。
Cheese is made from milk.	チーズは牛乳でできている。
I wonder who to invite.	だれを招待したらいいのかしら。
I've reserved a double.	ダブルルームを予約しています。
Divide it among the three.	それを３人の間で分けよ。
