Is he right?	彼は正しいですか。
She told me she would be here about six.	彼女は、６時ごろここに来ると私に言いました。
She told me that I could use her room.	彼女は私に、自分の部屋を使ってもいいと言った。
She told me that she had bought a CD.	彼女はＣＤを買ったと私に言った。
She told me that she would go to Paris in August.	彼女は私に８月にパリに行くといった。
She told me this story off the record.	彼女はオフレコでこの話をしてくれた。
She told me where to go.	彼女は私に何処に行けばいいのかを教えてくれた。
She took her own life.	彼女は自らの命を絶った。
She took my hand.	彼女は私の手を取った。
She took over the will of him.	彼女は彼の意志を引き継いだ。
She took the book back to the library.	図書館に本を返した。
She traveled all over the world.	彼女は世界中を旅行した。
She traveled around the world last year.	彼女は昨年世界一周旅行をした。
She tried a third time.	彼女は３度目を試みた。
She tried to make friends with him.	彼女は彼と友達になろうとした。
She tried.	彼女は試した。
She tries to keep up with what is going on in the world.	彼女は世の中で起こっていることに遅れずについていくように努力している。
She tries to read as many books as she can.	彼女はできるだけたくさんの本を読もうとしている。
She used the car to go to the office.	彼女は事務所に行くのに車を使った。
She used to address me as Tom.	彼女は私にトムと言って話しかける。
She visits us every other day.	彼女は１日おきに訪ねてくる。
She wanted to have paid a visit to India.	彼女はインドに行きたかったのだが。
She wants to travel to Antarctica, of all places.	彼女は場所もあろうに南極大陸に旅行したいと言っている。
She was a Christian in life.	彼女は存命中キリスト教徒であった。
She was asked to go out with him.	彼女はデートしてくれと彼に誘われた。
She was asked to the party.	彼女はパーティーに招待された。
She was been here before, and so have I.	彼女は以前にここに来たことがあり、私もまたそうだ。
She was content with her life.	彼女は自分の生活に満足していた。
She was in America last month.	彼女は先月アメリカにいました。
She was in America last month.	彼女は先月アメリカに行ってきた。
She was in the house before I knew it.	彼女がいつの間にか家の中に居る
She was not in the least pleased with my present.	彼女は私の贈り物を少しも喜ばなかった。
She was noted for her good looks at school.	彼女は学校では美人で評判だった。
She was on the point of going out.	彼女は外出しようとしていた。
